filename,newfilename,name,alias
NV.png,IRG.png,Iranian Naft Airline,
NW.png,,Northwest Airlines,Nwest Airlines
NX.png,AMU.png,Air Macau,
NY.png,FXI.png,Air Iceland,
NZ.png,ANZ.png,Air New Zealand,
O2.png,,Jet Air,Jet Air
O4.png,,Antrak Air,
O5.png,KMZ.png,Comores Aviation International,
O7.png,,Orenburg Region Airlines,
O9.png,NOV.png,Nova Airways,
OA.png,OAL.png,Olympic Air,
OB.png,BOV.png,Boliviana de Aviación (BoA),
OC.png,NGK.png,Oriental Air Bridge,Omni Aviacao
OD.png,,Malindo Airways,
OE.png,LDM.png,Lauda,
OF.png,OLA.png,Overland Airways,
OG.png,AFN.png,Air Freight NZ,
OH.png,JIA.png,PSA Airlines,
OI.png,HND.png,Hinterland Aviation,Italiatour
OJ.png,FJM.png,Fly Jamaica Airways,
OK.png,CSA.png,Czech Airlines,
OL.png,PAO.png,Polynesian Airlines,
OM.png,MGL.png,Miat Mongolian Airlines,
ON.png,RON.png,Nauru Airlines,Our Airline
OO.png,SKW.png,SkyWest Airlines,
OP.png,PPL.png,Air Pegasus,
OQ.png,,Chongqing Airlines,
OR.png,TFL.png,TUI Airlines Netherlands,
OS.png,AUA.png,Austrian Airlines,
OU.png,CTN.png,Croatia Airlines,
OW.png,SEW.png,Skyward Express,
OX.png,OEA.png,Orient Thai Airlines,
OY.png,ANS.png,Andes Líneas Aéreas,
OZ.png,AAR.png,Asiana Airlines,
P0.png,PFZ.png,Proflight Commuter,Proflight
P1.png,,Publiccharters Com,Publiccharter
P2.png,XAK.png,Airkenya Express,
P3.png,CLU.png,CargoLogicAir,
P4.png,,Aerolineas Sosa,
P5.png,RPB.png,Copa Airlines Colombia,AeroRepública
P6.png,PSC.png,Pascan Aviation,
P8.png,SRN.png,SprintAir,
P9.png,PVN.png,Peruvian Airlines,
PA.png,ABQ.png,Airblue,Florida Coast
PB.png,SPR.png,Provincial Airlines,Provincial
PC.png,PGT.png,Pegasus Airlines,
PD.png,POE.png,Porter Airlines,
PE.png,PEV.png,Peoples Viennaline,
PF.png,PRI.png,Primera Air Scandinavia,
PG.png,BKP.png,Bangkok Airways,
PH.png,,Transavia Denmark,Polynesian
PI.png,RKA.png,Polar Airlines,
PJ.png,,Air Saint Pierre,
PK.png,PIA.png,Pakistan International Airlines (PIA),
PL.png,,Southern Air Charter,
PM.png,CNF.png,Canaryfly,
PN.png,,China West Air,Pan Am
PO.png,PAC.png,Polar Air Cargo,
PP.png,PJS.png,Jet Aviation Business,
PQ.png,APG.png,AirAsia Philippines,
PR.png,PAL.png,Philippine Airlines,
PS.png,AUI.png,Ukraine International Airlines,
PT.png,PDT.png,Piedmont Airlines,
PU.png,,Plus Ultra Líneas Aéreas,
PV.png,SBU.png,Saint Barth Commuter,Pauknair
PW.png,PRF.png,Precision Air,
PX.png,ANG.png,Air Niugini,
PY.png,SLM.png,Surinam Airways,Surinam Air
PZ.png,LAP.png,LATAM Paraguay,
Q0.png,,Quebecair Express,
Q1.png,,Sqiva Sistem,
Q2.png,DQA.png,Maldivian,
Q3.png,AAS.png,Anguilla Air Services,
Q4.png,,Aviation Starlink,Swazi Express
Q5.png,MLA.png,Forty Mile Air,
Q6.png,SKP.png,Skytrans Regional,Mineralnye Vo
Q7.png,SBM.png,Sky Bahamas Airlines,
Q8.png,TSG.png,Trans Air Congo,
Q9.png,,Airliaison,Afrinat Intl
QA.png,CIM.png,Cimber,
QB.png,IRQ.png,Qeshm Air,Sky Georgia
QC.png,CRC.png,Camair-Co,
QD.png,DOB.png,Dobrolet Airlines,
QE.png,QFZ.png,Fars Qeshm Airlines,Crossair Eur
QF.png,QFA.png,Qantas,
QG.png,CTV.png,Citilink Indonesia,Prima Air
QH.png,LYN.png,Air Kyrgyzstan,
QJ.png,LTP.png,Latpass Airlines,
QK.png,JZA.png,Jazz Aviation,Jazz Air
QL.png,LER.png,Linea Aerea De Servicio,
QM.png,,Monacair,
QO.png,,Quantum Air,
QP.png,,Air Kenya Aviation,Airkenya Avn
QQ.png,FWQ.png,Alliance Airlines,
QR.png,QTR.png,Qatar Airways,
QS.png,TVS.png,Smartwings,Travel Service
QT.png,TPA.png,Tampa Cargo,Regional
QU.png,UTN.png,UTair Ukraine,
QV.png,LAO.png,Lao Airlines,
QW.png,,Qingdao Airlines,Qw BLUE Wings
QX.png,QXE.png,Horizon Air,
QY.png,,European Air Transport,
QZ.png,AWQ.png,Indonesia AirAsia,Awair
R0.png,,MS Royal Airlines,
R3.png,SYL.png,Yakutia Airlines,
R4.png,RLT.png,Real Tonga,
R5.png,JAV.png,Jordan Aviation,
R6.png,DNU.png,DOT LT,
R7.png,OCA.png,Aserca,Aserca
R8.png,KGA.png,Kyrgyzstan Airlines,
R9.png,TSD.png,TAF Linhas Aereas,Air Charter
RA.png,RNA.png,Nepal Airlines,
RB.png,SYR.png,Syrian Arab Airlines,
RC.png,FLI.png,Atlantic Airways,
RE.png,STK.png,Stobart Air,Aer Arann
RF.png,,Ord Air Charter,
RG.png,RJD.png,Rotana Jet,
RH.png,,Robin Hood Aviation,
RI.png,MDL.png,Air Costa Rica,
RJ.png,RJA.png,Royal Jordanian,Ryljordania
RK.png,,Region Airline,
RL.png,ABG.png,Royal Flight,
RM.png,NGT.png,Aircompany Armenia,
RN.png,RKT.png,Rayani Air,
RO.png,ROT.png,TAROM,
RP.png,CHQ.png,Chautauqua Airlines,
RQ.png,KMF.png,Kam Air,
RR.png,RFR.png,Royal Air Force,RAF NO
RS.png,ASV.png,Air Seoul,
RT.png,RAT.png,Rainbow Airlines,
RU.png,SKI.png,Air Bridge Cargo,Tci Skyking
RV.png,,Air Canada Rouge,
RW.png,RYL.png,Royal Air Charter Service,
RX.png,,Regent Airways,
RY.png,CJX.png,Jiangxi Air,
RZ.png,LRS.png,SANSA Airlines,
S0.png,OKS.png,Slok Air International,
S1.png,LSY.png,Lufthansa Systems,
S2.png,RSH.png,Jet Lite,
S3.png,BBR.png,SBA Airlines,
S4.png,RZO.png,SATA International,
S5.png,TCF.png,Shuttle America,
S6.png,SNR.png,Sunrise Airways,
S7.png,SBI.png,S7 Airlines,
S8.png,SDA.png,Sounds Air,
S9.png,IKM.png,Starbow,Starbow
SA.png,SAA.png,South African Airways,SAA
SB.png,ACI.png,Aircalin,Cal Int
SC.png,CDG.png,Shandong Airlines,
SD.png,SUD.png,Sudan Airways,
SF.png,DTH.png,Tassili Airlines,
SG.png,SEJ.png,SpiceJet,
SH.png,,Sharp Aviation,Fly Me
SI.png,BCI.png,Blue Islands,
SJ.png,SJY.png,Sriwijaya Air,
SK.png,SAS.png,Scandinavian Airlines,
SL.png,TLM.png,Thai Lion Air,Rio Sul
SM.png,MSC.png,Air Cairo,
SN.png,BEL.png,Brussels Airlines,
SO.png,,Apex Airline,
SP.png,RZO.png,SATA Air Açores,
SQ.png,SIA.png,Singapore Airlines,
SS.png,CRL.png,Corsair,
ST.png,GMI.png,Germania,
SU.png,AFL.png,Aeroflot,
SV.png,SVA.png,Saudia,Saudi Arabian Airlines
SW.png,NMB.png,Air Namibia,
SX.png,SRK.png,SkyWork Airlines,
SY.png,SCX.png,Sun Country,
SZ.png,SMR.png,Somon Air,
T0.png,TPU.png,Avianca Perú,TACA Peru
T1.png,,Tik Systems,
T2.png,FLB.png,Fly Art,
T3.png,EZE.png,Eastern Airways,
T4.png,,Trip,
T5.png,TUA.png,Turkmenistan Airlines,
T6.png,ITI.png,ITI Air,Island Transvoyager
T7.png,TJT.png,Twin Jet,
T9.png,,Aviator Aviation,
TA.png,TAI.png,Avianca El Salvador,TACA Airlines
TB.png,JAF.png,TUIfly Belgium,
TC.png,ATC.png,Air Tanzania,
TD.png,,Atlantis European Airways,Atlantis
TE.png,IGA.png,Sky Taxi,
TF.png,BRA.png,BRA,
TG.png,THA.png,Thai Airways,
TH.png,RMY.png,Raya Airways,
TI.png,TWI.png,Tailwind Hava Yollari As,Baltic Int
TJ.png,GPD.png,Tradewind Aviation,
TK.png,THY.png,Turkish Airlines,
TL.png,ANO.png,Airnorth,Capiteq Limited
TM.png,LAM.png,Lam Mozambique,
TN.png,THT.png,Air Tahiti Nui,
TO.png,,Transavia France,President Air
TP.png,TAP.png,TAP Portugal,
TQ.png,TDM.png,Tandem Aero,
TR.png,TGW.png,Tigerair,
TS.png,TSC.png,Air Transat,
TT.png,TGW.png,Tigerair Australia,
TU.png,TAR.png,Tunisair,Tunis Air
TV.png,TBA.png,Tibet Airlines,
TW.png,TWB.png,T'way Air,
TX.png,FWI.png,Air Caraibes,
TY.png,TPC.png,Air Caledonie,
TZ.png,SCO.png,Scoot,
U1.png,,Videcom International,
U2.png,EZY.png,easyJet,
U3.png,AIA.png,Avies,
U4.png,BHA.png,Buddha Air,
U5.png,,Karinou Airlines,USA 3000
U6.png,SVR.png,Ural Airlines,
U7.png,,Air Uganda,Norcanair
U8.png,CYF.png,Tus Airways,
U9.png,,Tatarstan Air,
UA.png,UAL.png,United Airlines,
UB.png,UBA.png,Myanmar National Airlines,UTD Myanmar
UC.png,LCO.png,LAN Cargo,Ladeco
UD.png,HER.png,Hex Air,
UE.png,,Nasair,
UF.png,UKM.png,Um Air,
UG.png,,Tunisair Express,Tuninter
UH.png,UJX.png,AtlasJet Ukraine,US Helicopter
UI.png,AUK.png,Auric Air Services,
UJ.png,LMU.png,AlMasria Universal Airlines,
UK.png,VTI.png,Vistara,Tata SIA Airlines
UL.png,ALK.png,SriLankan Airlines,
UM.png,AZW.png,Air Zimbabwe,
UN.png,TSO.png,Transaero Airlines,
UO.png,HKE.png,Hong Kong Express Airways,
UP.png,BHS.png,Bahamasair,
UQ.png,,Business Aviation Centre,O Connor
UR.png,UGD.png,Uganda Airlines,
US.png,AWE.png,US Airways,
UT.png,UTA.png,UTair Aviation,UTair
UU.png,REU.png,Air Austral,
UV.png,,Helicopteros Del Sureste,
UX.png,AEA.png,Air Europa,
UY.png,SPD.png,Sky Prime Charter,
UZ.png,BRQ.png,Buraq Air,
V0.png,VCV.png,Conviasa,Conviasa
V1.png,,IBS Software Services Americas,
V2.png,RBY.png,Vision Airlines,
V3.png,KRP.png,Carpatair,
V4.png,VES.png,Vieques Air Link,
V5.png,DAP.png,Aerovias DAP,
V6.png,,Air Link,
V7.png,VOL.png,Volotea,
V8.png,IAR.png,Iliamna Air,Contact Air
V9.png,,Van Air Europe,
VA.png,VOZ.png,Virgin Australia,
VB.png,VIV.png,Aeroenlaces Nacionales,
VC.png,SRY.png,ViaAir,
VD.png,,Hennan Airlines,
VE.png,EFY.png,EasyFly,
VG.png,VLM.png,VLM Airlines,
VH.png,VVC.png,Viva Air Colombia,
VI.png,,Volga Dnepr Airline,
VJ.png,VJC.png,VietJet Air,
VK.png,FOO.png,Anisec Luftfahrt,
VL.png,VIM.png,Air VIA,
VN.png,HVN.png,Vietnam Airlines,
VO.png,WLM.png,VLM Airlines Slovenia,
VP.png,VQI.png,Villa Air,
VQ.png,,Novoair,
VR.png,TCV.png,Tacv Cabo Verde Airlines,TACV
VS.png,VIR.png,Virgin Atlantic,
VT.png,VTA.png,Air Tahiti,
VU.png,VAR.png,Vuelos Economicos,
VV.png,VPE.png,Viva Airlines Peru,
VW.png,TAO.png,Aeromar,
VX.png,VRD.png,Virgin America,
VY.png,VLG.png,Vueling,
VZ.png,TVJ.png,Thai Vietjet Air,
W1.png,,WorldTicket,
W2.png,FXT.png,Flexflight,Flexflight
W3.png,ARA.png,Arik Air,
W5.png,IRM.png,Mahan Airlines,
W6.png,WZZ.png,Wizz Air,
W7.png,SAH.png,Sayakhat Airlines,Sayakhat Air
W8.png,WND.png,Caribbean Winds Airlines,La Costena
W9.png,,Air Bagan,
WA.png,KLC.png,KLM Cityhopper,
WB.png,RWD.png,Rwandair,
WC.png,ISV.png,Islena Airlines,Islena Air
WD.png,AAN.png,Amsterdam Airlines Bv,Das Air
WE.png,THD.png,Thai Smile Airways,Rheintalflg
WF.png,WIF.png,Widerøe,Wideroe
WG.png,SWG.png,Sunwing Airlines,Sunwing Airlines
WH.png,,West African Airlines,
WI.png,WHT.png,White Airways,
WJ.png,LAL.png,Air Labrador,Labrador Airways
WK.png,EDW.png,Edelweiss Air,
WL.png,ECB.png,European Coastal Airlines,
WM.png,WIA.png,Windward Island Airways,
WN.png,SWA.png,Southwest Airlines,
WO.png,WOA.png,World Airways,
WP.png,MKU.png,Island Air,
WQ.png,,Romavia,
WR.png,WEN.png,WestJet Encore,
WS.png,WJA.png,WestJet,
WT.png,SWT.png,Swiftair,
WV.png,RVP.png,Aero VIP,
WW.png,,Wow Air,
WX.png,BCY.png,CityJet,
WY.png,OAS.png,Oman Air,
WZ.png,RWZ.png,Red Wings Airlines,
X3.png,TUI.png,TUIfly,
X4.png,,Air Excursions,
X6.png,ATA.png,Airlines Reporting Corp,ARC
X7.png,,Exec Air,Air Service
X9.png,NVD.png,Avion Express,City Star Air
XB.png,,IATA,
XC.png,CAI.png,Corendon Airlines,
XD.png,,Scheduled Airlines Traffic Offices,
XE.png,JSX.png,Delux Public Charter,
XF.png,VLK.png,Vladivostok Air,
XG.png,,Sun Express Germany,
XH.png,,Non Iata Codeshare Carrier,
XJ.png,TAX.png,Thai AirAsia X,Mesaba Air
XK.png,CCM.png,Air Corsica,
XL.png,LNE.png,LATAM Ecuador,
XM.png,IMX.png,Zimex Aviation,
XN.png,XAR.png,XpressAir,
XO.png,,Seair,Xinjiang
XP.png,CXP.png,Xtra Airways,
XQ.png,SXS.png,SunExpress,
XS.png,SIT.png,SITA,
XT.png,INX.png,Indonesia AirAsia X,
XU.png,,African Express Airways,Link Airways
XW.png,NCT.png,NokScoot,NokScoot Airlines Company Limited
XY.png,KNE.png,Flynas,Nas Air
XZ.png,EXY.png,South African Express,SA Express
Y0.png,,Yellow Airtaxi,
Y1.png,,Travel Technology Interactive,
Y2.png,RGN.png,Ygnus Air,
Y3.png,VOS.png,Gryphon Airlines,
Y4.png,VOI.png,Volaris,Concesionaria Vuela Compañía de Aviación
Y5.png,,Golden Myanmar Airlines,
Y6.png,AYD.png,AB Aviation,
Y7.png,TYA.png,NordStar,
Y8.png,YZR.png,Yangtze River Express,
Y9.png,IRK.png,Kish Airlines,Trans Air
YA.png,,Nego Airline One,
YC.png,LLM.png,Yamal Airlines,
YD.png,,Mauritania Airways,
YE.png,,Yan Air,
YG.png,OTL.png,South Airlines,
YH.png,AYG.png,Yangon Airways,
YI.png,,Yunnan Yingan Airline,
YJ.png,AWM.png,Asian Wings Airways,
YK.png,,Avia Traffic Company,Avia Traffic
YL.png,LWA.png,Libyan Wings,
YM.png,MGX.png,Montenegro Airlines,
YN.png,CRQ.png,Air Creebec,Air Creebec
YO.png,MCM.png,Heli Air Monaco,
YP.png,PAG.png,Perimeter Aviation,
YQ.png,LCT.png,TAR Aerolíneas,TAR Aerolineas
YR.png,EGJ.png,Scenic Airlines,
YS.png,RAE.png,Regional,Régional Compagnie Aérienne Européenne
YU.png,MMZ.png,Euroatlantic Airways,
YV.png,ASH.png,Mesa Airlines,
YW.png,ANE.png,Air Nostrum,
YX.png,MEP.png,Republic Airline,
YZ.png,ALY.png,Alas Uruguay,
Z2.png,EZD.png,AirAsia Zest,
Z3.png,,PM Air,
Z4.png,GZQ.png,Zagrosjet,
Z5.png,GMG.png,GMG Airlines,
Z6.png,UDN.png,Dniproavia,
Z7.png,AUZ.png,Amaszonas Uruguay,
Z8.png,AZN.png,Línea Aérea Amaszonas,
Z9.png,BEK.png,Jsc Bek Air,
ZA.png,SWM.png,Sky Angkor Airlines,Skywings Asia Airlines
ZB.png,MON.png,Monarch Airlines,
ZD.png,EWR.png,Ewa Air,Flying Dandy
ZE.png,ESR.png,Eastar Jet,
ZF.png,KTK.png,Azur Air,
ZG.png,GOZ.png,Groznyy Avia,
ZH.png,CSZ.png,Shenzhen Airlines,
ZI.png,AAF.png,Aigle Azur,
ZJ.png,ZMA.png,Zambezi Airlines,
ZK.png,GLA.png,Great Lakes Airlines,
ZL.png,RXA.png,Regional Express,
ZM.png,MBB.png,Pegasus Asia,Air Manas
ZN.png,NAY.png,Naysa,Air Bourbon
ZP.png,AZP.png,Paranair,
ZR.png,,Punto Azul,
ZS.png,,Kazaviaspas,
ZT.png,,Titan Airways,
ZU.png,,Sunair,
ZV.png,VAX.png,V Air,
ZW.png,AWI.png,Air Wisconsin,
ZX.png,GGN.png,Air Georgian,Air Alliance
ZY.png,,China Air Cargo,
ZZ.png,,Airline Service,
